PARAM_ID,STEP_ID,TEMPERATURE,PRESSURE,SPEED,DURATION,ADDITIONAL_PARAMS
PARAM-016624,STEP-016624,28.9,,1497.7,45,{}
PARAM-016625,STEP-016625,1553.0,,13.0,70,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016626,STEP-016626,814.5,,,2653,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-016627,STEP-016627,70.4,33.4,,234,"{""coating_type"": ""powder"", ""thickness_mil"": 3.8}"
PARAM-016628,STEP-016628,21.2,88.8,,193,{}
PARAM-016629,STEP-016629,24.4,,,37,{}
PARAM-016630,STEP-016630,23.4,58.4,,511,{}
PARAM-016631,STEP-016631,21.6,229.6,,108,{}
PARAM-016632,STEP-016632,21.3,,,50,{}
PARAM-016633,STEP-016633,27.2,,819.5,30,{}
PARAM-016634,STEP-016634,1525.8,,11.8,91,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-016635,STEP-016635,891.0,,,3475,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016636,STEP-016636,64.7,48.8,,179,"{""coating_type"": ""epoxy"", ""thickness_mil"": 5.0}"
PARAM-016637,STEP-016637,23.4,95.8,,391,{}
PARAM-016638,STEP-016638,23.3,,,50,{}
PARAM-016639,STEP-016639,20.9,87.5,,410,{}
PARAM-016640,STEP-016640,23.0,112.9,,127,{}
PARAM-016641,STEP-016641,21.7,,,79,{}
PARAM-016642,STEP-016642,27.1,,1253.1,101,{}
PARAM-016643,STEP-016643,1626.1,,6.8,148,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016644,STEP-016644,817.4,,,2722,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016645,STEP-016645,65.5,37.5,,172,"{""coating_type"": ""powder"", ""thickness_mil"": 4.1}"
PARAM-016646,STEP-016646,23.1,50.1,,187,{}
PARAM-016647,STEP-016647,24.2,,,58,{}
PARAM-016648,STEP-016648,24.3,78.3,,599,{}
PARAM-016649,STEP-016649,24.4,407.9,,101,{}
PARAM-016650,STEP-016650,21.2,,,35,{}
PARAM-016651,STEP-016651,34.1,,1256.6,63,{}
PARAM-016652,STEP-016652,1712.8,,7.3,262,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016653,STEP-016653,867.0,,,3738,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016654,STEP-016654,67.4,44.9,,168,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.7}"
PARAM-016655,STEP-016655,23.7,81.2,,195,{}
PARAM-016656,STEP-016656,23.7,,,54,{}
PARAM-016657,STEP-016657,24.8,51.6,,532,{}
PARAM-016658,STEP-016658,21.0,379.2,,149,{}
PARAM-016659,STEP-016659,22.5,,,65,{}
PARAM-016660,STEP-016660,32.3,,1016.4,154,{}
PARAM-016661,STEP-016661,1596.9,,10.7,180,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016662,STEP-016662,873.9,,,3580,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016663,STEP-016663,70.3,49.3,,199,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.2}"
PARAM-016664,STEP-016664,21.5,69.5,,224,{}
PARAM-016665,STEP-016665,22.1,,,33,{}
PARAM-016666,STEP-016666,23.0,67.1,,574,{}
PARAM-016667,STEP-016667,22.3,439.1,,123,{}
PARAM-016668,STEP-016668,22.3,,,82,{}
PARAM-016669,STEP-016669,32.4,,952.5,130,{}
PARAM-016670,STEP-016670,1730.6,,5.5,61,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-016671,STEP-016671,883.9,,,3523,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016672,STEP-016672,71.6,49.0,,205,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.9}"
PARAM-016673,STEP-016673,24.1,68.6,,422,{}
PARAM-016674,STEP-016674,24.6,,,34,{}
PARAM-016675,STEP-016675,21.5,56.8,,442,{}
PARAM-016676,STEP-016676,21.8,410.6,,142,{}
PARAM-016677,STEP-016677,24.8,,,89,{}
PARAM-016678,STEP-016678,26.8,,1491.2,101,{}
PARAM-016679,STEP-016679,1667.9,,8.8,147,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016680,STEP-016680,863.1,,,3800,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016681,STEP-016681,76.2,42.0,,289,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.9}"
PARAM-016682,STEP-016682,23.5,69.1,,268,{}
PARAM-016683,STEP-016683,20.2,,,30,{}
PARAM-016684,STEP-016684,22.0,52.2,,451,{}
PARAM-016685,STEP-016685,20.5,157.2,,64,{}
PARAM-016686,STEP-016686,20.8,,,76,{}
PARAM-016687,STEP-016687,28.4,,1332.8,156,{}
PARAM-016688,STEP-016688,1684.8,,12.5,65,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-016689,STEP-016689,881.4,,,3044,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016690,STEP-016690,60.1,30.5,,287,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-016691,STEP-016691,23.3,64.4,,363,{}
PARAM-016692,STEP-016692,20.9,,,42,{}
PARAM-016693,STEP-016693,21.4,79.6,,317,{}
PARAM-016694,STEP-016694,21.6,104.9,,65,{}
PARAM-016695,STEP-016695,24.1,,,60,{}
PARAM-016696,STEP-016696,30.3,,965.1,171,{}
PARAM-016697,STEP-016697,1727.7,,12.8,120,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016698,STEP-016698,878.0,,,3889,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016699,STEP-016699,77.2,40.6,,291,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.5}"
PARAM-016700,STEP-016700,23.7,91.3,,329,{}
PARAM-016701,STEP-016701,23.7,,,31,{}
PARAM-016702,STEP-016702,23.3,99.5,,463,{}
PARAM-016703,STEP-016703,22.1,449.3,,172,{}
PARAM-016704,STEP-016704,21.3,,,30,{}
PARAM-016705,STEP-016705,32.7,,1299.2,143,{}
PARAM-016706,STEP-016706,1503.1,,13.0,246,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016707,STEP-016707,869.3,,,3288,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-016708,STEP-016708,79.3,43.4,,204,"{""coating_type"": ""powder"", ""thickness_mil"": 4.3}"
PARAM-016709,STEP-016709,22.7,98.2,,320,{}
PARAM-016710,STEP-016710,20.1,,,39,{}
PARAM-016711,STEP-016711,21.9,83.7,,253,{}
PARAM-016712,STEP-016712,23.5,148.4,,67,{}
PARAM-016713,STEP-016713,21.0,,,83,{}
PARAM-016714,STEP-016714,33.1,,1155.6,162,{}
PARAM-016715,STEP-016715,1760.6,,6.0,263,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-016716,STEP-016716,859.0,,,4059,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-016717,STEP-016717,63.6,34.8,,287,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.3}"
PARAM-016718,STEP-016718,21.2,83.7,,229,{}
PARAM-016719,STEP-016719,23.1,,,52,{}
PARAM-016720,STEP-016720,24.1,59.4,,301,{}
PARAM-016721,STEP-016721,22.2,100.5,,167,{}
PARAM-016722,STEP-016722,21.8,,,77,{}
PARAM-016723,STEP-016723,25.6,,1093.0,161,{}
PARAM-016724,STEP-016724,1739.4,,11.7,135,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-016725,STEP-016725,868.3,,,3584,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016726,STEP-016726,79.9,43.5,,299,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.3}"
PARAM-016727,STEP-016727,23.2,52.4,,311,{}
PARAM-016728,STEP-016728,21.4,,,40,{}
PARAM-016729,STEP-016729,24.4,62.9,,344,{}
PARAM-016730,STEP-016730,21.5,385.6,,62,{}
PARAM-016731,STEP-016731,22.3,,,50,{}
PARAM-016732,STEP-016732,29.5,,1242.7,113,{}
PARAM-016733,STEP-016733,1775.1,,14.5,194,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016734,STEP-016734,887.3,,,3731,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-016735,STEP-016735,62.3,31.7,,251,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.1}"
PARAM-016736,STEP-016736,24.8,75.8,,315,{}
PARAM-016737,STEP-016737,22.7,,,50,{}
PARAM-016738,STEP-016738,24.8,67.4,,501,{}
PARAM-016739,STEP-016739,21.4,369.2,,121,{}
PARAM-016740,STEP-016740,22.0,,,36,{}
PARAM-016741,STEP-016741,34.5,,1430.2,172,{}
PARAM-016742,STEP-016742,1766.0,,9.0,169,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016743,STEP-016743,864.3,,,3546,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-016744,STEP-016744,75.1,38.7,,131,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.9}"
PARAM-016745,STEP-016745,23.7,74.0,,333,{}
PARAM-016746,STEP-016746,21.2,,,41,{}
PARAM-016747,STEP-016747,20.0,87.8,,271,{}
PARAM-016748,STEP-016748,23.2,134.6,,94,{}
PARAM-016749,STEP-016749,24.3,,,56,{}
PARAM-016750,STEP-016750,27.5,,892.8,145,{}
PARAM-016751,STEP-016751,1529.5,,5.8,138,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016752,STEP-016752,850.0,,,3975,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016753,STEP-016753,64.8,39.0,,202,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.1}"
PARAM-016754,STEP-016754,23.2,77.5,,281,{}
PARAM-016755,STEP-016755,23.3,,,57,{}
PARAM-016756,STEP-016756,24.7,80.0,,483,{}
PARAM-016757,STEP-016757,22.3,253.3,,177,{}
PARAM-016758,STEP-016758,23.6,,,70,{}
PARAM-016759,STEP-016759,25.8,,817.7,68,{}
PARAM-016760,STEP-016760,1746.7,,10.7,213,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-016761,STEP-016761,860.0,,,3320,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016762,STEP-016762,70.3,47.3,,250,"{""coating_type"": ""epoxy"", ""thickness_mil"": 5.0}"
PARAM-016763,STEP-016763,23.2,61.1,,211,{}
PARAM-016764,STEP-016764,23.7,,,53,{}
PARAM-016765,STEP-016765,22.0,88.4,,255,{}
PARAM-016766,STEP-016766,21.6,425.3,,173,{}
PARAM-016767,STEP-016767,22.0,,,47,{}
PARAM-016768,STEP-016768,27.9,,1251.1,134,{}
PARAM-016769,STEP-016769,1795.7,,6.0,272,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-016770,STEP-016770,882.7,,,3162,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016771,STEP-016771,79.3,49.8,,244,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.3}"
PARAM-016772,STEP-016772,20.0,71.8,,263,{}
PARAM-016773,STEP-016773,20.6,,,45,{}
PARAM-016774,STEP-016774,20.1,63.6,,543,{}
PARAM-016775,STEP-016775,22.2,300.0,,133,{}
PARAM-016776,STEP-016776,22.5,,,90,{}
PARAM-016777,STEP-016777,30.4,,840.6,102,{}
PARAM-016778,STEP-016778,1632.5,,11.7,110,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-016779,STEP-016779,892.6,,,3326,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016780,STEP-016780,67.8,42.6,,216,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.2}"
PARAM-016781,STEP-016781,20.8,70.5,,434,{}
PARAM-016782,STEP-016782,20.1,,,35,{}
PARAM-016783,STEP-016783,22.9,84.3,,499,{}
PARAM-016784,STEP-016784,22.3,289.6,,142,{}
PARAM-016785,STEP-016785,24.8,,,88,{}
PARAM-016786,STEP-016786,33.6,,1052.2,114,{}
PARAM-016787,STEP-016787,1740.8,,11.4,233,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-016788,STEP-016788,814.3,,,2798,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016789,STEP-016789,71.7,41.9,,143,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.1}"
PARAM-016790,STEP-016790,23.0,98.9,,474,{}
PARAM-016791,STEP-016791,20.8,,,45,{}
PARAM-016792,STEP-016792,24.7,50.9,,343,{}
PARAM-016793,STEP-016793,22.6,243.4,,123,{}
PARAM-016794,STEP-016794,22.1,,,36,{}
PARAM-016795,STEP-016795,33.2,,1155.2,78,{}
PARAM-016796,STEP-016796,1629.8,,5.1,131,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016797,STEP-016797,871.5,,,3692,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016798,STEP-016798,63.7,43.5,,179,"{""coating_type"": ""powder"", ""thickness_mil"": 2.6}"
PARAM-016799,STEP-016799,24.1,96.4,,467,{}
PARAM-016800,STEP-016800,24.9,,,41,{}
PARAM-016801,STEP-016801,24.9,64.0,,596,{}
PARAM-016802,STEP-016802,23.6,170.5,,95,{}
PARAM-016803,STEP-016803,20.1,,,72,{}
PARAM-016804,STEP-016804,26.5,,1202.6,105,{}
PARAM-016805,STEP-016805,1598.8,,7.5,101,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016806,STEP-016806,879.5,,,3612,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016807,STEP-016807,78.2,46.8,,249,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.0}"
PARAM-016808,STEP-016808,22.1,51.3,,376,{}
PARAM-016809,STEP-016809,22.9,,,59,{}
PARAM-016810,STEP-016810,20.6,54.3,,554,{}
PARAM-016811,STEP-016811,22.8,247.3,,97,{}
PARAM-016812,STEP-016812,21.4,,,74,{}
PARAM-016813,STEP-016813,25.8,,1199.6,91,{}
PARAM-016814,STEP-016814,1791.5,,10.3,82,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-016815,STEP-016815,873.4,,,3630,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016816,STEP-016816,60.2,40.9,,228,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-016817,STEP-016817,21.5,69.0,,404,{}
PARAM-016818,STEP-016818,24.2,,,47,{}
PARAM-016819,STEP-016819,21.8,83.0,,452,{}
PARAM-016820,STEP-016820,25.0,298.8,,97,{}
PARAM-016821,STEP-016821,22.7,,,68,{}
PARAM-016822,STEP-016822,31.6,,902.8,45,{}
PARAM-016823,STEP-016823,1634.5,,9.5,261,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016824,STEP-016824,872.4,,,4153,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016825,STEP-016825,65.6,49.6,,249,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-016826,STEP-016826,23.0,89.9,,471,{}
PARAM-016827,STEP-016827,22.3,,,34,{}
PARAM-016828,STEP-016828,21.4,59.5,,560,{}
PARAM-016829,STEP-016829,21.0,435.9,,144,{}
PARAM-016830,STEP-016830,24.5,,,78,{}
PARAM-016831,STEP-016831,30.2,,806.6,99,{}
PARAM-016832,STEP-016832,1501.1,,12.0,153,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016833,STEP-016833,878.7,,,3793,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016834,STEP-016834,76.6,41.7,,264,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.0}"
PARAM-016835,STEP-016835,21.8,87.2,,427,{}
PARAM-016836,STEP-016836,20.5,,,37,{}
PARAM-016837,STEP-016837,21.7,61.5,,489,{}
PARAM-016838,STEP-016838,22.7,477.5,,109,{}
PARAM-016839,STEP-016839,22.8,,,44,{}
PARAM-016840,STEP-016840,25.3,,1189.9,58,{}
PARAM-016841,STEP-016841,1779.6,,7.1,143,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016842,STEP-016842,857.1,,,3594,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-016843,STEP-016843,75.9,47.2,,233,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.5}"
PARAM-016844,STEP-016844,24.9,81.2,,423,{}
PARAM-016845,STEP-016845,23.9,,,50,{}
PARAM-016846,STEP-016846,23.0,86.4,,314,{}
PARAM-016847,STEP-016847,24.2,301.0,,138,{}
PARAM-016848,STEP-016848,22.1,,,55,{}
PARAM-016849,STEP-016849,26.0,,891.5,83,{}
PARAM-016850,STEP-016850,1563.1,,6.4,295,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016851,STEP-016851,860.7,,,3102,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016852,STEP-016852,78.0,47.5,,136,"{""coating_type"": ""powder"", ""thickness_mil"": 4.3}"
PARAM-016853,STEP-016853,23.3,55.1,,379,{}
PARAM-016854,STEP-016854,21.8,,,44,{}
PARAM-016855,STEP-016855,21.5,93.0,,296,{}
PARAM-016856,STEP-016856,22.1,460.1,,161,{}
PARAM-016857,STEP-016857,21.2,,,70,{}
PARAM-016858,STEP-016858,33.7,,848.1,137,{}
PARAM-016859,STEP-016859,1796.0,,7.2,264,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-016860,STEP-016860,882.3,,,4149,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-016861,STEP-016861,76.6,34.6,,143,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.5}"
PARAM-016862,STEP-016862,21.7,60.5,,432,{}
PARAM-016863,STEP-016863,22.9,,,44,{}
PARAM-016864,STEP-016864,21.9,60.2,,349,{}
PARAM-016865,STEP-016865,21.1,347.3,,86,{}
PARAM-016866,STEP-016866,21.5,,,81,{}
PARAM-016867,STEP-016867,28.2,,1397.3,166,{}
PARAM-016868,STEP-016868,1601.8,,5.8,169,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016869,STEP-016869,860.2,,,3650,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016870,STEP-016870,72.6,32.1,,129,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-016871,STEP-016871,23.0,98.3,,405,{}
PARAM-016872,STEP-016872,24.1,,,48,{}
PARAM-016873,STEP-016873,23.5,87.3,,272,{}
PARAM-016874,STEP-016874,22.6,174.4,,143,{}
PARAM-016875,STEP-016875,21.1,,,90,{}
PARAM-016876,STEP-016876,30.2,,1073.8,105,{}
PARAM-016877,STEP-016877,1609.6,,11.8,241,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016878,STEP-016878,861.1,,,3772,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-016879,STEP-016879,70.6,49.5,,163,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.8}"
PARAM-016880,STEP-016880,23.1,75.5,,300,{}
PARAM-016881,STEP-016881,23.5,,,35,{}
PARAM-016882,STEP-016882,20.2,62.4,,485,{}
PARAM-016883,STEP-016883,23.2,133.5,,142,{}
PARAM-016884,STEP-016884,21.2,,,87,{}
PARAM-016885,STEP-016885,31.0,,1343.9,112,{}
PARAM-016886,STEP-016886,1556.9,,6.6,73,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-016887,STEP-016887,899.5,,,3002,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-016888,STEP-016888,77.9,30.4,,209,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.9}"
PARAM-016889,STEP-016889,21.3,58.6,,247,{}
PARAM-016890,STEP-016890,23.4,,,53,{}
PARAM-016891,STEP-016891,20.7,79.6,,436,{}
PARAM-016892,STEP-016892,24.5,373.2,,131,{}
PARAM-016893,STEP-016893,21.5,,,65,{}
PARAM-016894,STEP-016894,32.2,,1414.1,130,{}
PARAM-016895,STEP-016895,1740.7,,10.8,229,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016896,STEP-016896,870.1,,,3647,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016897,STEP-016897,65.5,39.6,,220,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.3}"
PARAM-016898,STEP-016898,21.6,85.1,,307,{}
PARAM-016899,STEP-016899,21.4,,,32,{}
PARAM-016900,STEP-016900,21.1,51.7,,408,{}
PARAM-016901,STEP-016901,20.3,412.8,,78,{}
PARAM-016902,STEP-016902,22.8,,,64,{}
PARAM-016903,STEP-016903,27.0,,1100.0,147,{}
PARAM-016904,STEP-016904,1536.8,,13.2,237,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016905,STEP-016905,897.9,,,3172,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016906,STEP-016906,74.0,39.7,,131,"{""coating_type"": ""powder"", ""thickness_mil"": 2.1}"
PARAM-016907,STEP-016907,24.4,65.1,,278,{}
PARAM-016908,STEP-016908,21.1,,,37,{}
PARAM-016909,STEP-016909,24.0,78.6,,492,{}
PARAM-016910,STEP-016910,24.0,417.2,,102,{}
PARAM-016911,STEP-016911,23.7,,,52,{}
PARAM-016912,STEP-016912,27.0,,1191.7,146,{}
PARAM-016913,STEP-016913,1621.0,,13.1,194,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016914,STEP-016914,879.2,,,3913,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016915,STEP-016915,73.6,45.1,,259,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.8}"
PARAM-016916,STEP-016916,21.8,60.3,,288,{}
PARAM-016917,STEP-016917,23.5,,,59,{}
PARAM-016918,STEP-016918,20.4,94.0,,467,{}
PARAM-016919,STEP-016919,22.0,405.7,,163,{}
PARAM-016920,STEP-016920,20.3,,,68,{}
PARAM-016921,STEP-016921,25.0,,1130.6,92,{}
PARAM-016922,STEP-016922,1669.8,,10.7,151,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-016923,STEP-016923,826.6,,,2645,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-016924,STEP-016924,79.1,43.8,,248,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.9}"
PARAM-016925,STEP-016925,21.7,72.8,,219,{}
PARAM-016926,STEP-016926,21.4,,,45,{}
PARAM-016927,STEP-016927,23.0,81.5,,298,{}
PARAM-016928,STEP-016928,24.0,411.2,,74,{}
PARAM-016929,STEP-016929,24.9,,,46,{}
PARAM-016930,STEP-016930,30.9,,1300.5,88,{}
PARAM-016931,STEP-016931,1515.6,,8.3,113,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016932,STEP-016932,872.0,,,3776,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016933,STEP-016933,71.5,46.8,,258,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.8}"
PARAM-016934,STEP-016934,24.8,61.0,,418,{}
PARAM-016935,STEP-016935,23.2,,,46,{}
PARAM-016936,STEP-016936,21.1,59.8,,586,{}
PARAM-016937,STEP-016937,21.4,187.1,,170,{}
PARAM-016938,STEP-016938,20.9,,,58,{}
PARAM-016939,STEP-016939,28.7,,1057.5,32,{}
PARAM-016940,STEP-016940,1691.0,,11.1,165,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-016941,STEP-016941,890.3,,,3752,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-016942,STEP-016942,76.0,49.9,,244,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.1}"
PARAM-016943,STEP-016943,20.1,68.0,,416,{}
PARAM-016944,STEP-016944,22.0,,,49,{}
PARAM-016945,STEP-016945,23.9,63.4,,341,{}
PARAM-016946,STEP-016946,20.2,180.0,,90,{}
PARAM-016947,STEP-016947,22.0,,,53,{}
PARAM-016948,STEP-016948,31.4,,1122.4,61,{}
PARAM-016949,STEP-016949,1551.8,,6.8,167,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-016950,STEP-016950,874.0,,,4181,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-016951,STEP-016951,64.9,30.7,,191,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.3}"
PARAM-016952,STEP-016952,21.8,53.5,,439,{}
PARAM-016953,STEP-016953,21.7,,,54,{}
PARAM-016954,STEP-016954,21.1,97.4,,316,{}
PARAM-016955,STEP-016955,20.1,398.8,,141,{}
PARAM-016956,STEP-016956,21.1,,,64,{}
PARAM-016957,STEP-016957,27.3,,942.3,98,{}
PARAM-016958,STEP-016958,1646.8,,8.1,151,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016959,STEP-016959,853.4,,,3150,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-016960,STEP-016960,74.1,40.4,,279,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.7}"
PARAM-016961,STEP-016961,22.7,71.3,,440,{}
PARAM-016962,STEP-016962,21.3,,,59,{}
PARAM-016963,STEP-016963,23.4,65.2,,460,{}
PARAM-016964,STEP-016964,20.6,471.4,,178,{}
PARAM-016965,STEP-016965,22.5,,,68,{}
PARAM-016966,STEP-016966,28.4,,1134.2,91,{}
PARAM-016967,STEP-016967,1710.0,,13.4,254,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-016968,STEP-016968,871.2,,,3588,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-016969,STEP-016969,65.1,40.4,,251,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.6}"
PARAM-016970,STEP-016970,21.3,83.6,,277,{}
PARAM-016971,STEP-016971,21.2,,,46,{}
PARAM-016972,STEP-016972,24.1,61.8,,447,{}
PARAM-016973,STEP-016973,21.4,497.2,,149,{}
PARAM-016974,STEP-016974,24.5,,,73,{}
