MATERIAL_ID,SUPPLIER_ID,BATCH_NUMBER,MATERIAL_TYPE,SPECS,RECEIVED_DATE,QUANTITY,UNIT_COST
MAT-04381,SUP-005,2610,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0047, ""sulfur_content"": 0.0192}",2025-01-27,356,140.78
MAT-04382,SUP-005,1902,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0038, ""sulfur_content"": 0.0112}",2023-06-19,425,403.81
MAT-04383,SUP-005,7870,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0093, ""sulfur_content"": 0.0212}",2023-08-05,244,348.11
MAT-04384,SUP-005,1282,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0091, ""sulfur_content"": 0.0233}",2024-10-06,409,366.09
MAT-04385,SUP-005,3622,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0033, ""sulfur_content"": 0.022}",2020-09-09,257,272.42
MAT-04386,SUP-005,9248,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0024, ""sulfur_content"": 0.0113}",2024-07-18,305,184.36
MAT-04387,SUP-005,3793,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.008, ""sulfur_content"": 0.0225}",2023-03-10,448,196.91
MAT-04388,SUP-005,1499,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0027, ""sulfur_content"": 0.0141}",2023-03-19,459,466.88
MAT-04389,SUP-005,1063,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0041, ""sulfur_content"": 0.0135}",2023-09-17,459,320.73
MAT-04390,SUP-005,9065,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0078, ""sulfur_content"": 0.0183}",2022-07-22,75,354.7
MAT-04391,SUP-005,3388,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0014, ""sulfur_content"": 0.0197}",2022-08-06,482,140.99
MAT-04392,SUP-005,9082,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0022, ""sulfur_content"": 0.0221}",2023-02-13,287,470.25
MAT-04393,SUP-005,6728,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0037, ""sulfur_content"": 0.0128}",2024-01-08,465,31.9
MAT-04394,SUP-005,3415,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0095, ""sulfur_content"": 0.016}",2024-07-08,244,31.52
MAT-04395,SUP-005,3842,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0034, ""sulfur_content"": 0.0163}",2022-01-04,483,157.21
MAT-04396,SUP-005,5317,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0096, ""sulfur_content"": 0.016}",2023-05-28,224,30.41
MAT-04397,SUP-005,5213,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0246}",2023-04-11,308,171.94
MAT-04398,SUP-005,5253,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0013, ""sulfur_content"": 0.0235}",2021-11-05,371,422.09
MAT-04399,SUP-005,3204,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0056, ""sulfur_content"": 0.0174}",2022-11-07,311,226.97
MAT-04400,SUP-005,6694,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0073, ""sulfur_content"": 0.0237}",2023-06-10,369,416.5
MAT-04401,SUP-005,4375,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0069, ""sulfur_content"": 0.0108}",2023-08-18,115,443.67
MAT-04402,SUP-005,1377,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0099, ""sulfur_content"": 0.022}",2024-11-12,149,282.45
MAT-04403,SUP-005,5578,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0085, ""sulfur_content"": 0.0142}",2024-03-22,278,452.25
MAT-04404,SUP-005,1252,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0056, ""sulfur_content"": 0.0131}",2020-09-05,439,363.31
MAT-04405,SUP-005,9536,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0082, ""sulfur_content"": 0.0215}",2024-02-03,175,284.46
MAT-04406,SUP-005,6046,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0063, ""sulfur_content"": 0.0213}",2021-06-15,285,406.35
MAT-04407,SUP-005,6925,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0038, ""sulfur_content"": 0.0119}",2021-05-05,351,185.62
MAT-04408,SUP-005,7698,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0029, ""sulfur_content"": 0.0108}",2023-03-01,219,367.07
MAT-04409,SUP-005,7452,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0011, ""sulfur_content"": 0.0183}",2024-11-05,311,381.98
MAT-04410,SUP-005,9662,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0079, ""sulfur_content"": 0.0225}",2021-11-10,244,347.5
MAT-04411,SUP-005,3732,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.008, ""sulfur_content"": 0.0241}",2022-12-31,389,100.93
MAT-04412,SUP-005,9610,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0075, ""sulfur_content"": 0.0235}",2024-04-05,441,64.28
MAT-04413,SUP-005,3527,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0044, ""sulfur_content"": 0.0106}",2025-01-13,311,261.98
MAT-04414,SUP-005,9768,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0037, ""sulfur_content"": 0.0241}",2022-05-15,298,454.26
MAT-04415,SUP-005,9231,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0065, ""sulfur_content"": 0.016}",2021-10-25,460,280.32
MAT-04416,SUP-005,5404,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0035, ""sulfur_content"": 0.0149}",2023-03-23,293,174.01
MAT-04417,SUP-005,4785,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0112}",2022-09-05,215,449.64
MAT-04418,SUP-005,3599,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0073, ""sulfur_content"": 0.0173}",2023-01-05,412,234.1
MAT-04419,SUP-005,2425,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0016, ""sulfur_content"": 0.0195}",2022-12-14,247,345.11
MAT-04420,SUP-005,8021,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0039, ""sulfur_content"": 0.0118}",2024-03-12,383,67.73
MAT-04421,SUP-005,7953,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.004, ""sulfur_content"": 0.014}",2022-04-12,232,395.69
MAT-04422,SUP-005,6868,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0049, ""sulfur_content"": 0.0233}",2023-06-06,256,225.89
MAT-04423,SUP-005,4892,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0011, ""sulfur_content"": 0.0221}",2023-03-04,155,181.97
MAT-04424,SUP-005,1999,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0129}",2020-03-18,93,381.71
MAT-04425,SUP-005,8788,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0068, ""sulfur_content"": 0.0126}",2021-07-29,124,71.86
MAT-04426,SUP-005,9871,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0029, ""sulfur_content"": 0.0216}",2023-05-14,135,245.0
MAT-04427,SUP-005,1799,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0215}",2022-06-11,385,350.14
MAT-04428,SUP-005,9292,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0035, ""sulfur_content"": 0.0219}",2021-02-06,203,281.24
MAT-04429,SUP-005,6466,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0049, ""sulfur_content"": 0.0136}",2024-06-15,319,205.57
MAT-04430,SUP-005,2709,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0039, ""sulfur_content"": 0.0141}",2024-12-08,58,179.07
MAT-04431,SUP-005,7438,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0065, ""sulfur_content"": 0.0166}",2024-10-18,186,466.38
MAT-04432,SUP-005,3257,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0022, ""sulfur_content"": 0.0194}",2024-03-14,155,203.59
MAT-04433,SUP-005,2031,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0064, ""sulfur_content"": 0.0123}",2022-12-22,470,490.92
MAT-04434,SUP-005,8281,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0066, ""sulfur_content"": 0.0202}",2024-07-02,306,188.57
MAT-04435,SUP-005,3796,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0089, ""sulfur_content"": 0.0242}",2021-10-19,419,444.17
MAT-04436,SUP-005,5028,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0071, ""sulfur_content"": 0.0168}",2024-11-26,213,279.02
MAT-04437,SUP-005,3600,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0026, ""sulfur_content"": 0.0139}",2023-05-28,239,204.86
MAT-04438,SUP-005,5727,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0167}",2023-06-02,447,417.78
MAT-04439,SUP-005,6626,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.007, ""sulfur_content"": 0.0234}",2023-11-28,341,469.7
MAT-04440,SUP-005,8472,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0044, ""sulfur_content"": 0.011}",2023-03-18,396,347.12
MAT-04441,SUP-005,2572,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0064, ""sulfur_content"": 0.0125}",2021-02-25,394,59.15
MAT-04442,SUP-005,9871,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0057, ""sulfur_content"": 0.0201}",2021-05-15,314,392.51
MAT-04443,SUP-005,8796,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.005, ""sulfur_content"": 0.0165}",2022-02-15,449,166.43
MAT-04444,SUP-005,8887,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0043, ""sulfur_content"": 0.0145}",2023-06-08,184,327.83
MAT-04445,SUP-005,6012,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0099, ""sulfur_content"": 0.0165}",2022-08-22,386,251.39
MAT-04446,SUP-005,7726,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0026, ""sulfur_content"": 0.0121}",2020-01-06,474,295.31
MAT-04447,SUP-005,8976,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0095, ""sulfur_content"": 0.0204}",2021-09-03,492,65.15
MAT-04448,SUP-005,6897,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0119}",2020-04-14,389,33.39
MAT-04449,SUP-005,6456,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0033, ""sulfur_content"": 0.0168}",2021-04-13,442,150.99
MAT-04450,SUP-005,4938,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0016, ""sulfur_content"": 0.0234}",2021-06-21,405,272.91
MAT-04451,SUP-005,3833,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0095, ""sulfur_content"": 0.017}",2022-10-21,222,206.63
MAT-04452,SUP-005,4657,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0034, ""sulfur_content"": 0.0245}",2023-07-22,299,161.42
MAT-04453,SUP-005,9748,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0089, ""sulfur_content"": 0.0156}",2021-03-14,367,335.94
MAT-04454,SUP-005,4895,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0058, ""sulfur_content"": 0.0245}",2021-12-16,332,18.65
MAT-04455,SUP-005,8962,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0064, ""sulfur_content"": 0.0225}",2022-01-11,306,57.88
MAT-04456,SUP-005,7593,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0024, ""sulfur_content"": 0.0235}",2022-12-23,445,455.45
MAT-04457,SUP-005,4168,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0025, ""sulfur_content"": 0.0132}",2024-02-16,385,395.68
MAT-04458,SUP-005,8275,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0037, ""sulfur_content"": 0.017}",2021-05-30,255,405.36
MAT-04459,SUP-005,2573,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0076, ""sulfur_content"": 0.0174}",2023-04-23,300,362.98
MAT-04460,SUP-005,5765,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0207}",2023-03-17,224,497.4
MAT-04461,SUP-005,9180,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0044, ""sulfur_content"": 0.0215}",2020-03-16,112,236.12
MAT-04462,SUP-005,7361,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0012, ""sulfur_content"": 0.0169}",2023-06-15,397,25.31
MAT-04463,SUP-005,2718,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0077, ""sulfur_content"": 0.0241}",2022-07-31,343,397.38
MAT-04464,SUP-005,1547,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0059, ""sulfur_content"": 0.0205}",2020-12-30,320,163.17
MAT-04465,SUP-005,7518,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0024, ""sulfur_content"": 0.0212}",2022-01-17,346,407.11
MAT-04466,SUP-005,7950,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0137}",2021-02-09,454,219.93
MAT-04467,SUP-005,7029,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0082, ""sulfur_content"": 0.0205}",2023-05-02,258,32.28
MAT-04468,SUP-005,8445,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0022, ""sulfur_content"": 0.0181}",2021-07-07,448,51.83
MAT-04469,SUP-005,4776,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0084, ""sulfur_content"": 0.0213}",2023-06-07,53,46.46
MAT-04470,SUP-005,1772,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0229}",2020-12-03,302,321.27
MAT-04471,SUP-005,8081,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0087, ""sulfur_content"": 0.0238}",2021-10-04,295,359.01
MAT-04472,SUP-005,8235,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0096, ""sulfur_content"": 0.014}",2020-02-15,150,354.76
MAT-04473,SUP-005,1844,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0071, ""sulfur_content"": 0.0134}",2022-01-15,446,318.16
MAT-04474,SUP-005,3512,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0084, ""sulfur_content"": 0.0177}",2024-10-06,225,98.92
MAT-04475,SUP-005,4887,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0189}",2021-06-25,412,391.42
MAT-04476,SUP-005,3318,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0088, ""sulfur_content"": 0.0178}",2022-05-28,348,60.81
MAT-04477,SUP-005,3104,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0082, ""sulfur_content"": 0.0125}",2021-06-24,370,332.26
MAT-04478,SUP-005,3606,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0017, ""sulfur_content"": 0.0116}",2022-09-28,454,324.54
MAT-04479,SUP-005,6458,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0088, ""sulfur_content"": 0.0159}",2024-04-01,438,166.05
MAT-04480,SUP-005,5470,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0092, ""sulfur_content"": 0.0205}",2021-01-05,241,346.36
MAT-04481,SUP-005,5590,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0093, ""sulfur_content"": 0.0116}",2020-07-18,458,388.51
MAT-04482,SUP-005,2398,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0044, ""sulfur_content"": 0.0168}",2022-11-12,59,346.7
MAT-04483,SUP-005,1949,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0197}",2023-01-10,101,348.11
MAT-04484,SUP-005,8283,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0049, ""sulfur_content"": 0.0145}",2020-07-23,324,391.51
MAT-04485,SUP-005,9137,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0033, ""sulfur_content"": 0.0201}",2020-12-05,64,473.6
MAT-04486,SUP-005,9556,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0028, ""sulfur_content"": 0.0149}",2020-05-02,99,64.53
MAT-04487,SUP-005,3768,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0029, ""sulfur_content"": 0.0158}",2021-02-04,50,259.0
MAT-04488,SUP-005,5769,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0092, ""sulfur_content"": 0.0107}",2023-03-19,55,495.78
MAT-04489,SUP-005,8135,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0097, ""sulfur_content"": 0.0136}",2022-08-10,243,80.75
MAT-04490,SUP-005,1042,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0048, ""sulfur_content"": 0.0172}",2024-09-12,83,321.89
MAT-04491,SUP-005,2536,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0023, ""sulfur_content"": 0.0142}",2022-12-08,482,262.91
MAT-04492,SUP-005,5911,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0055, ""sulfur_content"": 0.0222}",2021-03-31,72,120.83
MAT-04493,SUP-005,7342,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0069, ""sulfur_content"": 0.0219}",2021-06-09,364,220.41
MAT-04494,SUP-005,2788,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0065, ""sulfur_content"": 0.016}",2021-10-23,417,454.04
MAT-04495,SUP-005,1334,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0081, ""sulfur_content"": 0.0138}",2024-06-21,341,26.26
MAT-04496,SUP-005,1253,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0037, ""sulfur_content"": 0.015}",2023-09-17,108,355.53
MAT-04497,SUP-005,1869,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0211}",2022-02-04,336,291.2
MAT-04498,SUP-005,7506,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0023, ""sulfur_content"": 0.0159}",2020-01-23,286,145.86
MAT-04499,SUP-005,6441,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0016, ""sulfur_content"": 0.0137}",2025-01-19,253,367.03
MAT-04500,SUP-005,3815,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0082, ""sulfur_content"": 0.0121}",2020-08-19,266,289.98
MAT-04501,SUP-005,9356,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0043, ""sulfur_content"": 0.0141}",2020-01-22,122,433.77
MAT-04502,SUP-005,4260,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0059, ""sulfur_content"": 0.0213}",2024-08-21,202,104.14
MAT-04503,SUP-005,1069,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0043, ""sulfur_content"": 0.0136}",2024-07-03,217,427.13
MAT-04504,SUP-005,6103,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0093, ""sulfur_content"": 0.0157}",2021-03-21,445,348.23
MAT-04505,SUP-005,3000,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0089, ""sulfur_content"": 0.021}",2021-09-15,74,454.6
MAT-04506,SUP-005,3466,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0032, ""sulfur_content"": 0.0113}",2021-11-07,238,261.48
MAT-04507,SUP-005,1195,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.004, ""sulfur_content"": 0.0214}",2023-05-19,282,58.98
MAT-04508,SUP-005,2334,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0073, ""sulfur_content"": 0.0129}",2021-12-08,260,255.16
MAT-04509,SUP-005,5971,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0022, ""sulfur_content"": 0.0237}",2023-12-01,245,12.36
MAT-04510,SUP-005,7425,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0059, ""sulfur_content"": 0.0135}",2023-07-23,373,282.09
MAT-04511,SUP-005,4421,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.005, ""sulfur_content"": 0.0184}",2020-08-24,437,283.1
MAT-04512,SUP-005,8495,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0088, ""sulfur_content"": 0.0165}",2020-05-04,54,200.01
MAT-04513,SUP-005,6081,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0095, ""sulfur_content"": 0.0198}",2024-01-03,350,401.53
MAT-04514,SUP-005,4820,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0068, ""sulfur_content"": 0.0171}",2021-04-29,72,121.55
MAT-04515,SUP-005,5328,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0081, ""sulfur_content"": 0.0212}",2024-01-19,421,231.08
MAT-04516,SUP-005,5325,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.002, ""sulfur_content"": 0.01}",2023-01-16,193,449.48
MAT-04517,SUP-005,5972,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0089, ""sulfur_content"": 0.0166}",2024-06-30,161,423.41
MAT-04518,SUP-005,6643,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0012, ""sulfur_content"": 0.0151}",2021-08-15,133,246.99
MAT-04519,SUP-005,6896,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0075, ""sulfur_content"": 0.0145}",2022-09-04,261,417.66
MAT-04520,SUP-005,2761,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0054, ""sulfur_content"": 0.0249}",2022-08-26,250,160.27
MAT-04521,SUP-005,6931,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0071, ""sulfur_content"": 0.0153}",2021-11-30,286,83.43
MAT-04522,SUP-005,3485,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0045, ""sulfur_content"": 0.0186}",2021-08-29,309,175.55
MAT-04523,SUP-005,4329,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0011, ""sulfur_content"": 0.0176}",2023-11-04,244,268.93
MAT-04524,SUP-005,7829,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0086, ""sulfur_content"": 0.0157}",2023-04-23,423,302.75
MAT-04525,SUP-005,2108,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0057, ""sulfur_content"": 0.024}",2024-05-20,330,243.42
MAT-04526,SUP-005,8220,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.005, ""sulfur_content"": 0.0156}",2020-03-24,437,330.58
MAT-04527,SUP-005,3364,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.003, ""sulfur_content"": 0.017}",2021-01-11,500,375.26
MAT-04528,SUP-005,2142,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0081, ""sulfur_content"": 0.0108}",2022-06-15,438,126.8
MAT-04529,SUP-005,3018,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0163}",2021-01-18,388,398.56
MAT-04530,SUP-005,9841,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0092, ""sulfur_content"": 0.0143}",2020-12-01,168,104.37
MAT-04531,SUP-005,1850,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0029, ""sulfur_content"": 0.0188}",2021-04-15,179,147.16
MAT-04532,SUP-005,7572,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.009, ""sulfur_content"": 0.0225}",2022-02-12,339,492.61
MAT-04533,SUP-005,4712,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0093, ""sulfur_content"": 0.016}",2021-12-05,385,73.95
MAT-04534,SUP-005,8170,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0089, ""sulfur_content"": 0.0148}",2020-10-14,356,159.71
MAT-04535,SUP-005,9287,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0032, ""sulfur_content"": 0.0207}",2020-04-09,66,394.88
MAT-04536,SUP-005,5158,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.009, ""sulfur_content"": 0.0183}",2021-08-11,322,244.65
MAT-04537,SUP-005,5020,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.002, ""sulfur_content"": 0.0187}",2024-03-23,441,401.78
MAT-04538,SUP-005,5193,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0043, ""sulfur_content"": 0.0244}",2025-01-26,123,269.41
MAT-04539,SUP-005,6308,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0098, ""sulfur_content"": 0.0162}",2021-09-11,117,188.93
MAT-04540,SUP-005,8858,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0087, ""sulfur_content"": 0.0243}",2023-02-01,321,322.4
MAT-04541,SUP-005,9918,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0012, ""sulfur_content"": 0.0127}",2021-04-13,419,299.14
MAT-04542,SUP-005,3765,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0032, ""sulfur_content"": 0.0111}",2022-09-11,67,451.96
MAT-04543,SUP-005,6341,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0162}",2021-03-03,353,390.09
MAT-04544,SUP-005,9846,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0061, ""sulfur_content"": 0.0217}",2020-11-22,315,253.56
MAT-04545,SUP-005,5122,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0083, ""sulfur_content"": 0.0185}",2024-06-20,259,95.1
MAT-04546,SUP-005,8764,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0062, ""sulfur_content"": 0.0146}",2020-08-23,268,14.09
MAT-04547,SUP-005,3994,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.006, ""sulfur_content"": 0.0101}",2020-01-10,59,168.85
MAT-04548,SUP-005,3929,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0054, ""sulfur_content"": 0.0151}",2020-06-11,126,470.11
MAT-04549,SUP-005,3608,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0073, ""sulfur_content"": 0.0213}",2020-06-17,420,444.85
MAT-04550,SUP-005,5875,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0095, ""sulfur_content"": 0.011}",2021-07-18,321,254.16
MAT-04551,SUP-005,2116,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0088, ""sulfur_content"": 0.014}",2022-04-30,117,438.48
MAT-04552,SUP-005,1293,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0042, ""sulfur_content"": 0.0161}",2023-10-25,342,229.19
MAT-04553,SUP-005,3798,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0031, ""sulfur_content"": 0.0208}",2020-04-23,296,271.93
MAT-04554,SUP-005,5789,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0059, ""sulfur_content"": 0.0241}",2021-01-21,153,16.56
MAT-04555,SUP-005,9317,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0023, ""sulfur_content"": 0.0136}",2023-02-11,160,204.97
MAT-04556,SUP-005,7983,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0082, ""sulfur_content"": 0.023}",2021-11-18,278,489.13
MAT-04557,SUP-005,4753,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0111}",2024-02-27,389,270.45
MAT-04558,SUP-005,8541,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0019, ""sulfur_content"": 0.0107}",2020-08-06,339,221.82
MAT-04559,SUP-005,3166,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0066, ""sulfur_content"": 0.0153}",2023-03-16,116,32.65
